0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4/2026,1/6/2026,1/8/2026,1/11/2026,1/14/2026,1/15/2026,1/18/2026,1/20/2026,1/22/2026,1/27/2026,1/29/2026,2/1/2016,2/3/2026,2/5/2026,2/7/2026,2/10/2026,2/12/2026,2/15/2026,2/17/2026,2/19/2026,2/22/2026,24-Feb,2/26/2026,3/1/2026,3/3/2026,3/5/2026,3/8/2026,3/10/2026,3/12/2026,3/15/2026,3/17/2026,3/19/2026,3/22/2026,3/24/2026,3/26/2026,3/29/2026,3/31/2026,4/2/2026,4/5/2026,4/7/2026,4/9/2026,4/12/2026,4/14/2026,4/16/2026,4/19/2026,4/21/2026,4/23/2026
Product #,Product Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310726,"JUICE, CRANBERRY DRINK 27% BAR PAC MIXER PLASTIC BOTTLE SHELF STABLE",0,11,11,9,9,9,8,8,8,7,6,4,4,3,2,0,0,8,12,11,11,11,10,9,,,3,5,5,2,5,2,1,7,7,7,7,5,5,5,5,5,5,5,4,1,13
6033922,"BAR MIX, SWEET and SOUR LEMON SHELF STABLE COCKTAIL",0,3,3,2,1,1,0,4,3,0,5,3,2,3,1,4,3,2,0.5,5,4,3,2,5,,,,2,2,1,3,3,2,1.4,0.5,2,2,1,,3,3,1,1,0,,0,0
9057316,"BAR MIX, LIME FOIL BAG SHELF STABLE COCKTAIL",10,10,5,4,4,4,4,2,1,0,12,11,11,10,10,8,7,8,4,6,6,5,4,3,,,1.5,,10,10,10,10,10,11,10,12,12,10,12,10,8,12,10,8,8,6,7
18267,"BAR MIX, MARGARITA CONCENTRATE 7:1 PLASTIC BOTTLE SHELF STABLE COCKTAIL",4,4,3,2,4,3,3,3,3,0,3,3,4,4,1,2,3,4,3.5,5,5,4,0.5,1,,,11,6,6,8,6,8,6,8,7,7,7,6,6,5,4,4,1,2,2,1,5
3161452,"BAR MIX, MANGO PUREE CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",16,16,15,12,15,12,13,14,13,11,12,9,9,6,8,8,10,7,7,5,5,5,4,5,,,,,,3,3,0,1,,,4,3,2,4,3,4,4,4,3,3,2,2
6948384,"BAR MIX, PEACH CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",13,13,15,12,8,12,12,11,12,9,12,12,11,11,10,11,11,10,8,10,9,10,6,8,,,9,8,13,10,0,0,0,,,4,3,3,3,4,3,3,3,3,2,3,3
6948426,"BAR MIX, PINA COLADA CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,-,7,7,,2,,,-,,,10,21,21,10,,8,17,3,15,1,12,11,10,9,8,5,4,4
7071236,"BAR MIX, STRAWBERRY CARTON GABLE TOP FROZEN SMOOTHIE COCKTAIL",5,3,3,3,3,2,12,11,9,7,6,2,2,1,0,10,10,8,10,3,4,1,4,2,,,-,,,1,3,0,8,9,7,6,4,3,1,12,10,10,8,4,2,12,12
7800469,"NAPKIN, BEVERAGE WHITE 9.5X9.5 1 PLY PAPER 1/4 FOLD",4,3,3,10,1,8,7,6,6,3,2,2,1,0,0,15,11,10,11,11,8,7,7,5,,,3,3,2,1,12,10,10,5,4,2,,8,7,7,6,4,4,2,8,7,7
3333705,"OLIVE, MANZANILLA GREEN STUFFED PIMIENTO 300-320 COUNT SHELF STABLE GLASS J",1.5,1.5,1,1,1,1,1,0.25,1,1,0.5,1.25,1.5,1,1,1.25,1,1,1,1,0.5,1.25,1,,,,1,2,2,0,1.5,1,1,1,1.5,1,1,1,0.5,1.5,1,1,1,1,0.5,0.75,1.25
1205582,"STRAWBERRY, CLAMSHELL FRESH REF",6,4,1,1,0,6,0,7,7,0,0,6,4,3,1,0,6,1,0,5,3,0,6,3,,,,8,6,3,0,6,4,4,,5,,8,2,2,1,,--,-,-,-,-
2186153,"PINEAPPLE, GOLDEN FRESH REF",0,7,7,6,6,5,0,7,6,2,7,7,7,4,3,2,6,6,4,5,3,0,6,5,,,,6,,6,9,7,3,4,2,0,6,7,5,2,2,,-,-,-,-,-
9357214,"ORANGE, NAVEL OR VALENCIA CHOICE 88 COUNT FRESH REF BOX",1.75,2,1.5,1,1.5,1.5,1.25,1.5,1,1,1,0.5,0.5,0.25,0.5,0.25,0.25,0,1,1,1,1,1,1,,,1,0.5,,1,0,0.5,1,1.3,1,0.5,1.3,1,1,1,1,1,1,1,1.25,0.25,-
5881594,"CHERRY, MARASCHINO W/ STEM LARGE PLASTIC",2,2,3,2,2,2,2,3,2,2,1,1.5,1.25,2,0.5,1,1,1,1,1,0.5,0,1,1,,,1,1,1,0,0,0.5,1,1,0.8,0.25,1,1,0.5,1.5,1,1,1,1,1,0.75,0.5
8387194,"WATER, MINERAL GLASS BOTTLE",3,0,1,10,10,2,8,7,5,15,9,23,18,15,10,0,20,3,20,0,18,12,7,17,,,,20,12,0,24,25,12,8,,8,7,24,8,10,6,23,6,24,7,6,19
7804644,"CONTAINER, FOAM 9X9 1 CMPT WHITE 3.25H HINGED LID DUAL TAB OPTIONAL VENTIN",2,2,3,1,2.5,3,1.25,2,2.5,3.75,2,0.75,2.75,4,2.5,1.5,4,0,2.5,3,1,1.5,3,4,1,1.5,4,,2.5,1.5,2,2,1.5,2.5,3,1.5,2.5,1.75,2,3,0.5,1,2,1,1.5,2,3
6617609,"CONTAINER, FOAM 6X6 1 CMPT WHITE 3H HINGED LID",4,1,4,4,4,3,2,3,2,0,4,4,3,3,4,7,8,7,5,5,5,5,4,3,4,1,2,3,3,2,1,1.5,1,1,,4,4,4,4,4,4,1,3,3,2,3,3
6861538,"CONTAINER, PLASTIC 9 HEXAGON 1 CMPT BLACK HINGED LID CARRY-OUT",0.25,0.5,0.75,1,1,1,1,1,1,0.5,1,0.5,0.5,1,0.5,0.5,1,1,1,1,0,1,1,1,0.5,1.5,1,1,1,2,0.5,0.5,1,1,1,1,0.5,0.25,1,1,1,,1,1,1,1,1
6861488,"CONTAINER, PLASTIC 7 HEXAGON 1 CMPT BLACK 3 H HINGED LID CARRY-OUT",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,0,2,1,1,0.5,1.25,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738898,"BAG, CARRY-OUT 8 LB PAPER WHITE GROCERY",0.5,1,400,400,300,400,500,250,300,250,400,750,300,1.5,200,250,250,0,1000,900,900,900,800,900,800,2,600,800,700,1,700,700,600,200,600,800,600,600,500,500,500,1,500,500,500,400,400
1310994,"BAG, FRENCH-FRY 5.5X4.5 PAPER WHITE GREASE RESISTANT",2,2,1,1.5,1.5,1.5,1.5,1.25,1.5,1.5,1.5,2,1.5,2.5,1.5,1.25,1.5,2,1.5,1,1.5,1.5,1,1,1.5,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1,1.5,2,1.5,1.5,1.5,1.5,1.5
8917627,"KIT, CUTLERY SALT-and-PEPPER K-F-S NAP HEAVYWEIGHT BLACK POLYSTYRENE PLASTIC",1.5,1,0.75,1,0.5,1,0.75,0.75,0.25,2,2,0,2.5,1.5,1.5,2.5,2,1.25,0.75,0.5,1,0.5,2.25,1.75,0.25,1.75,1.5,1.75,1,1.5,1.5,1.25,0.5,2.5,1.5,1,1.5,1.25,0.5,2,1,0.75,,2.5,1.5,1.5,2.5
7008703,"BAG, T-SHIRT 11.5X6.5X21 POLYETHYLENE WHITE THANK YOU STOCK PRINT 12 MIC CA",0.75,0.5,0.5,0.25,1.5,1.5,1,0.5,1,0.25,0,1,1,0.5,1,0.25,200,1,0.75,0.75,0,1,1,1,1,1,1,,1,1,0.5,0.5,0.5,,1,0.25,0.5,0.25,,1,1,0.5,1,0.5,0.25,0,1
3136199,"SUGAR SUB, PINK SWEET and LOW 1 GR SS PACKET SACCHARIN",0.5,1,0.25,1,1,1,1,1,1,1,0.75,1,1,0.5,1,0.25,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1,0.5,1,1,0.5,0.5,0.5,0.25,1,1,1,1,1,1,0.5,1,1,1,0.5
4329314,"MUSTARD, YELLOW SS POUCH",0,1,1,1,1,0.5,1,1,0.5,0,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,1,1,1,,0.5,,1,1,1,1,1,1,0.5,1,1,1,1,1,1,,1,0.5,0.5,0,0.5
8568531,"MAYONNAISE, SS POUCH SHELF STABLE",0.5,0.5,0,1,1,0.5,1,1,0.25,1,1,1,1,0.5,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0,1,1,1,1,0.5,1.5,0.25,1,0.5
9329384,"KETCHUP, TOMATO FANCY 33% SS FOIL PACKET SHELF STABLE",0,1,1,1,1,0.5,1,1,0.5,0,1,1,1,0.5,1,1,1,0.5,0.5,0.5,0,1,1,0.75,1,1,0.5,0.5,1,0.25,1,1,1,1,,1,1,1,1,1,0.5,0.5,0,1.25,1,1,0.5
2835205,"BAG, FLATWARE 2.75X10 PAPER WHITE SILVERWARE",0.75,0.5,1.5,1,1,1.5,0.25,1.5,1.25,0.5,1.5,1,0.5,1.5,1.5,0.5,1.5,1.5,1.5,1,1,0.5,1,1,0.25,1,1,8,0.5,0,0.5,1.25,1,1,,1,0.5,1.25,1,0.75,0.5,1.5,1,0.75,0.25,1,0.75
4261905,"PEPPER, JALAPENO SLICED NACHO MILD IN VINEGAR CAN SHELF STABLE",3,2,1,0,6,5,4,3,2,0,6,4,3,2,2,0,5,4,4,2,1,0,5,4,3,2,0,2,4,2,1,0,5,3,3,1,3,0,1,6,6,4,3,2,1,6,5
4352191,"SAUCE, MARINARA TOMATO CAN SHELF STABLE DELUXE",4,2,5,5,4,3,2,7,0,11,9,8,7,7,6,4,4,2,7,6,5,4,2,5,6,5,9,9,1,5,4,2,8,5,4,3,2,7,6,5,4,2,7,6,5,3,2
6329205,"BEAN, GREEN BLUE LAKE CUT 3-5 SIEVE EXTRA STANDARD CANNED",12,7,12,7,9,8,4,6,11,12,5,6,9,15,8,10,9,20,3,7,2,11,10,7,8,12,8,3,20,12,4,11,9,12,4,7,6,10,7,12,5,7,9,5,5,6,11
9329269,"TOMATO, WHOLE IN JUICE PEELED CANNED",2,2,2,0,6,2,2,2,0,6,3,3,3,0,6,6,4,4,4,2,2,2,0,6,6,3,3,0,4,2,3,3,3,3,,6,6,3,3,3,1,1,13,13,7,11,9
9261892,"TOMATILLO, CRUSHED GREEN CANNED IMPORTED MEXICO",3,3,0,6,6,5,5,3,3,2,2,2,1,6,6,5,5,4,4,2,2,2,0,5,5,4,4,1,11,10,6,6,5,,10,9,5,7,4,6,6,5,4,2,3,2,2
7200736,"PICKLE, DILL CRINKLE-CUT CHIP 1/8 PLASTIC SHELF STABLE",2,1,3,1,1,2,1,2,3,0,2,0,2,2,1,3,1,1,3,2,0,2,2,1,1,2,1,1,3,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,,3,2
2353829,"FLOUR, ALL-PURPOSE",0,5,4,1,6,3,2,5,4,5,1,3,4,2,3,3,1,2,5,3,1,5,2,2,5,2,1,5,3,1,6,3,1,5,2,2,4,2,,6,4,1,5,3,2,8,5
6329924,"SALT, TABLE IODIZED BAG",0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,,1,1,1,1,1,,1,1,0,1,1,,1,1,1,1,1,1,,1,1,1,1,0
760827,"SPICE, PEPPER BLACK GROUND PLASTIC JUG 30M",1,-,0,0,0,0.5,0,1,1,0,0,0.75,0,0,0.5,0,0,1,0,0,0,0,,,,,,0,1,0,0,1,0,1,,0,1,0,1,0,,,1,1,1,1,1
8383283,"SUGAR, WHITE CANE EXTRA FINE BAG",1,1,0,2,2,1,1,0,2,1,1,0,1,1,1,1,0,1,1,1,1,0,1,2,1,1,3,,2,1,2,1,1,1,,2,1,1,1,1,,2,,1,2,1,1
8047557,"MIX, GRAVY PEPPER ADD WATER",9,10,8,9,11,9,9,3,12,3,11,4,11,9,10,6,15,7,14,12,6,12,7,14,7,10,5,6,11,8,15,12,8,14,11,5,10,6,6,9,4,9,11,2,13,8,11
3749580,"MIX, GRAVY BROWN POUCH SHELF STABLE CLASSIC",9,5,10,6,9,7,11,9,11,7,11,9,10,7,10,5,8,8,12,9,6,7,10,7,10,6,8,9,11,11,4,4,6,14,11,8,9,6,8,12,9,6,8,7,7,7,12
6326698,"ONION, YELLOW WHOLE SUPER COLOSSAL 4 1/4+ FRESH REF BAG",1,0,0,1.5,0.5,1,2,1,1.5,2,0,1.5,0.5,1.5,2.5,2,2,1.5,1.5,2.5,0.5,1.5,,1,1,,2,0.5,1,0,1,1,0.5,1.5,1.5,2.5,0.3,1,0.3,0,1.5,2,,4,6.5,4,1
4326690,"ONION, RED JUMBO FRESH REF BAG",1,1,1,0.5,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1.25,0,2,1.25,,1,,1,,1,1,1,1,0,1,,1,1,,0,1,1,1,,,1,1,1,1
4289443,"POTATO, YUKON GOLD A SIZE FRESH REF",0,1,0,1,0,1.5,1,1,0,0,0.75,1,0.75,1,0.5,1,0.5,0,1.5,0.5,1.25,1.75,0.25,0.5,0.5,0.66,1,0.5,1.5,2,0.25,0.5,1.5,1.3,0.3,1.5,1,0,0.3,1.25,,2,,1.5,1.5,0,1
2326700,"POTATO, RUSSET IDAHO 40 COUNT FRESH REF",0,1,3,1,0,2,1,2,3,4,3,2,1,4,5,3,1,1,2.5,4,2.5,2,2,4,2,3,3,,5,1.5,2,4,2,2,6,2,3,3,2,1,3,2,1,1,3,0,4
9579777,"BASE, SOUP CHICKEN FLAVOR GRANULAR PAIL SHELF STABLE",0.75,0.5,0.5,1,1,0.75,1,0.25,0,1,1,0.5,1,1,0.75,1,0.5,0.25,1.25,1,1,1,1,,1,1.5,1.25,1,1,1,1,1,1,0.5,0.5,0.5,0.3,1.25,1,1,1,1,1,0.5,0.5,0.5,0.5
2228849,"BREADER, FISH SEASONED BAG",1.75,1.5,1,1,0.5,1,1,0,1.4,1,0.5,1,1,0.5,0.75,1,1,1,1,0,1.5,1,1,,1.5,1.5,1,0.5,1.5,1,0,1,1,,0.3,1,1.5,0.5,1,1,0.5,1,1,1,1,1,0
7501752,"KETCHUP, TOMATO FANCY 33% RED PLASTIC BOTTLE SHELF STABLE",12,10,30,0,0,48,-,24,24,24,24,24,48,48,41,0,48,24,10,48,48,20,48,48,,48,48,1.5,96,48,48,24,24,,48,24,,0,,0,40,,,40,24,0,30
190009,"KETCHUP, TOMATO FANCY 33% BAG-IN-BOX SHELF STABLE",0,1,2.5,2,1.5,1,1.25,2,2,1,1.5,1,3,3,2,2,1.5,0.5,1,2,1,3,3,2,2,1,,3,2,2,3,2,1,2,1.5,1,3,2,1,2,2,,1,2,0.5,3,2.5
7637705,"SHORTENING, FRYING RICE BRAN LIQUID CLEAR NON GMO OIL",0.25,0.25,1.5,1,1,0.5,1,1,0.25,2,1,0.25,1.5,1.5,1,0.5,1,0,1,1,0.25,1,1,0.5,0.5,,1,1,0.5,1,0,1,0,1,1.5,1,1,0,1,2.5,1.5,2,1.5,1.5,1,1,0.75
7329113,"MAYONNAISE, EXTRA-HEAVY PLASTIC JUG SHELF STABLE",3,7,8,6,4,6,4,3,8,1,9,6,8,6,4,1,3,0,3,2,1,7,4,1,9,5,2,8,1,0,1,3,0,8,5,4,4,5,3,9,9,5,6,3,1,9,9
4364063,"MUSTARD, YELLOW PLASTIC JAR SHELF STABLE",1,1,0,4,4,4,3,1,2,0,2,1,1,1,1,0,4,3,3,3,3,2,2,1,1,1,,1,1,0,4,4,3,3,3,3,2,2,1,1,1,1,,1,,0,1
3636982,"SAUCE, WORCESTERSHIRE PLASTIC JUG SHELF STABLE",0.25,1,1,1,1,1,1,1,1,0,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.5,,1,1,,1,1,1,1,1,0,,1,1,,1,1,1,1,1,,1,1,1,1
8013625,"SAUCE, HOT RED PLASTIC JUG SHELF STABLE ORIGINAL",2,4,2,4,3,1,3,1,4,0,6,4,1,4,2,3,2,3,2,5,4,11,,3,1,2,5,4,2,4,2,4,2,4,3,1,6,5,3,2,4,3,1,2,5,2,4
698688,"OIL, BUTTER ALTERNATIVE SOYBEAN SALTED LIQUID PLASTIC BOTTLE",3,2,2,4,3,2,3,2,2,0,3,2,1,0,3,3,2,1,1,0,3,2,1,3,3,2,1,,3,2,1,0,3,2,2,1,,2,1,1,,3,2,1,4,3,2
8003956,"SAUCE, TERIYAKI GLAZE PLASTIC JUG SHELF STABLE",0,1,1,0,0,2,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,,1,0,2,2,1,,1,1,1,0,1,,1,1,1,1,0,1,1,,1,1,1,1
78964,"SAUCE, BBQ PLASTIC JUG SHELF STABLE ORIGINAL",4,4,3,3,3,2,2,2,1,4,2,3,2,2,2,1,5,4,4,4,4,3,3,2,2,1,4,4,3,3,3,3,1,5,5,5,4,4,3,3,3,3,2,3,5,4,3
9837196,"SAUCE, CHILI SWEET PLASTIC JUG SHELF STABLE WING",2,2,1,0,4,4,3,3,2,1,1,0,4,3,3,2,2,1,1,0,4,3,2,2,1,1,2,,3,3,2,2,1,,3,4,3,4,2,2,1,1,,4,3,3,2
1328335,"VINEGAR, DISTILLED WHITE DOMESTIC 50 GRAIN PLASTIC JUG",4,3,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,0,4,4,4,3,4,1,3,3,2,3,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3
9002080,"SAUCE, STEAK A-1 GLASS BOTTLE SHELF STABLE",14,13,12,11,8,11,8,8,7,7,7,7,6,6,7,5,3,2,2,6,2,3,3,,,,,,,0,0,12,12,11,11,9,9,13,11,14,12,20,11,18,16,20,12
3018538,"SAUCE, HOT GLASS BOTTLE SHELF STABLE ORIGINAL",16,23,20,16,9,14,8,3,0,24,24,18,16,6,10,18,3,24,30,28,24,24,20,24,20,15,24,20,8,5,0,8,8,20,6,4,6,4,2,20,23,22,20,10,8,20,4
8218208,"SAUCE, HOT LOUISIANA GLASS BOTTLE SHELF STABLE",8,9,12,8,10,9,9,12,8,9,8,9,6,8,8,6,2,0,0.5,0,12,0,,12,12,15,11,16,10,11,0,10,1,12,13,12,10,11,11,9,11,12,14,12,12,11,12
5610571,"CROUTON, SEASONED CUBE SS .5X.5X.5",3,1,1,1,1,1,1,0.5,0.5,1,1,0.5,0.75,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0,1.3,1,1,1,1,1,1,1.5,1.5,1.5,1.5
1177922,"CRACKER, SALTINE SALTED SHELF STABLE",1,0.5,1.5,1,1.5,1,0.75,1.4,0.5,0.5,1,1,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.1,1,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5
7945926,"CRACKER, SALAD WAFER IW",0.25,1,0.5,1,1,1,0.75,0.4,0.25,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5
5601679,"CHIP, POTATO SS BAG SHELF STABLE REGULAR",0.5,1,0.5,1,0.5,0.75,0.5,0.4,0.25,0.5,0.5,0,1,1,0.5,0.5,0.5,1,0.5,0,0.5,1,1,1,1,1,1,0.25,,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,,1,0.5,1,1,1
9855909,"STRAW, JUMBO 7.75 TRANSLUCENT WRAPPED PAPER STANDARD POLYPROPYLENE BOX",6,5,4,2,0,9,7,6,5,2,1,9,8,8,6,5,3,1,9,8,7,4,2,11,8,8,9,4,2,1,10,10,8,6,5,2,2,10,8,7,6,3,2,11,9,7,6
4060067,"TOOTHPICK, WOOD MINT WRAPPED",5,1,2,1,1,3,1,1,1,2,2,4,1,1,4,1,1,1,1,1.5,2,0,1,1,1,2,2,2,,3,1,2,1,2,2,0,2,2,1,2,2,2,1,2,2,2,2
3605755,"TRAY, PAPER FOOD .5 LB COATED KRAFT BROWN ECOCRAFT",4,2,6,2,2,6,1,3,5,0,2,2,3,5,2,4,6,2,3,6,3,3,4,4,5,3,4,6,5,1,4,2,2,3,5,1,2,4,1,3,5,250,,5.5,1,3,5
7333263,"SEASONING, FAJITA SHELF STABLE SPICE",2,2,2,1,2,2,1,2,1,1,1,2,1,3,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,0,3,1,2,1,2,1,1,3,1,1,1,1,2,1
6501159,"SEASONING, LEMON PEPPER PLASTIC SHAKER SHELF STABLE SPICE",4,2,2,2,0,4,2,2,2,1,2,1,2,2,2,3,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,3,1,2,2,2,1,2,2,1,3
184937,"TEA BAG, ICED BLACK ORANGE PEKOE CAFFEINATED 4 GAL YIELD FILTER-POUCH SHELF",32,20,28,20,20,15,12,32,32,24,20,12,32,32,24,12,8,32,36,32,28,20,16,8,32,32,24,32,30,16,1,32,32,24,16,16,10,6,32,30,28,20,12,12,32,32,8
9206974,"TEA BAG, ICED BLACK SWEETENED CAFFEINATED 3 GAL YIELD FILTER PACK",10,16,15,6,16,10,8,16,10,4,14,10,16,14,10,12,16,14,24,20,12,14,10,8,12,4,14,8,10,6,16,8,8,16,10,10,12,6,8,16,10,2,10,3,6,12,32
1201093,"CUP, PET PLASTIC 20 OZ SPECIAL PRINT",2,2,0.5,2.5,2.5,2.5,1,2,1,2,1,2,1.5,2,2,0.5,2,0.5,2,1,2.5,1.25,2,1,1,1.5,1.5,1.5,2,1.5,2.5,1.5,1.5,1.5,1,2,1,2.5,1,4,3,1,2,1.5,12,1.2,1.5
1637321,"LID, CUP 12-24 OZ FLAT PET PLASTIC TRANSLUCENT",4,3,2.5,1.5,0,2,1,1,2,1.5,1,2,2,1.5,1.5,0.5,2,1,2,2.5,1.25,1,1.5,1.25,1.5,1.5,1,0.5,1.5,2.5,1.5,1.5,1.5,1,1.5,2,1.3,3,2,1.5,0.5,2,1.5,0,1,1.5,1.5
1851438,"CUP, SOUFFLE POLYSTYRENE 3.25 OZ TRANSLUCENT PORTION PLASTIC",1,1,0.25,1,1,0.5,1,1,0.75,0.5,0.75,2,2,1.75,1.75,1,0.75,0.24,1,0.75,0.25,1,0.5,0.5,1,0.75,0.5,1,0.5,0.25,0,0.75,0.5,0.5,1,0.25,1.5,1,0.5,1.25,1.5,0.75,0.25,1,0.75,0.5,1.25
2939411,"LID, CUP SOUFFLE 3.25-4 OZ FLAT PET PLASTIC CLEAR PLASTIC COVER",1,0.5,0.25,1,1,0.75,0,1,0.25,1.5,0.75,1,1,0.75,0.75,0,0.75,0.25,1,0.75,0.25,1,1,0.25,1,0.5,1.25,1,0.25,1,1,0.5,0.5,1.2,0.3,1,0.3,1,1,0.5,0.25,0.75,0.25,1,0.5,0.5,1
7005226,"CONTAINER, FOAM 4 OZ SQUAT WHITE",1,0,0.5,0.25,1,1,1,0.5,0.25,0.75,1,1,0.5,0.25,1.75,1.25,1,0.5,0.25,0.25,0,1,1,0.5,0.25,,,1,1,0,0.5,0,0,1,1,1,0.5,0,,1,1,0.25,1,1,0.5,0.25,0.5
7002041,"LID, CUP 4-6 OZ VENTED PLASTIC WHITE",0.25,0,1.5,1,1.5,2.5,1,1.5,1,1,1,2,1.5,1.25,0.5,1.25,1,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.5,1,0.5,0.25,1,1.5,0.75,0,1.5,1.5,1.5,1.5,1,1.5,2,1.25,1,1,1,1,1.25,0.75
6883961,"CONTAINER, FOAM 6 OZ SQUAT WHITE",1,1,1,1,1,1,0.75,0.5,0.5,1,1,1,0.75,0.5,1.5,1,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,1,0.25,1,1.25,1,0.5,0.3,0,1,1,1,0.25,1,1,1,1,0.75,0.5,1.25
1051822,"LID, BOWL VENTED 6-8 OZ ROUND PLASTIC TRANSLUCENT",1.75,2,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,1.5,1.5,1.5,1.5,1.75,1.5,1.5,1,1,1,1,1,0.5,0.25,1,1,0.5,1,1,1,1.5,1,1,1.5,1,1,1.3,1,1.5,0.75,0.5,1,1.5,1.5,1.5,1.25,0.75
8609174,"TOWEL, PAPER 9X11 PERFORATED ROLL WHITE 2 PLY 85 SHEET",1,0,0.5,0.5,1.25,0.5,1,0.25,0.5,0.25,0.75,22,0,0,17,0,0.5,0,0.75,1.5,0.5,1.5,,0.5,0.75,0.5,1.5,1,,0.5,1,0.25,1,,1,0.5,0.5,1.25,0.5,0.5,1.25,1,0,1,,0.5,1.25
8869828,"NAPKIN, DISPENSER INTERFOLD BROWN 7.88X6.5 PAPER 1 PLY RECYCLED",2.25,1,0.5,1.5,1.5,1,2.5,0.25,2,2,1,0,3.5,2.5,0,2,2,2,1.5,0.5,2.5,0.5,2.25,1.5,1.5,1,1,1,0.75,1.5,1.5,1,2,0.5,2.5,0.5,2,1,1,0.5,1.5,1.5,1,0.5,2,1,0.5
4818803,"WRAP, 12X12 WAX PAPER NATURAL FLAT PACK GREASE RESISTANT",3,3,3,4,3,3,2,2,2,2,1,0,5,2,5,5,5,4,5,4,4,4,3,3,3,3,3,2,2,2,1,2,1,1,1,1,1,0,2,2,2,2,2,1,1,1,1
511550,"LINER, BASKET 12X12 PAPER RED CHECKERED GINGHAM",2,1,6,3,4,3,2,1,0,1,0,4,5,5,2,6,4,3,3,1,6,3,3,2,5,5,4,2,6,5,4,3,2,6,5,3,2,7,5,5,4,2,6,6,2,2,7
1328699,"SHORTENING, FRYING SOYBEAN LIQUID CLEAR PLASTIC JUG SHELF STABLE OIL",0,11,10,0,19,10,0,10,9,1,9,3,10,10,5,7,6,1,10,6,5,15,9,4,12,10,5,8,6,0,8,6,0,9,10,3,10,8,2,16,8,5,7,6,,11,7
4594181,"PAPER, 18X1100' FREEZER PAPER WHITE WRAP",0.5,1,1,1,1,0.25,1,0.75,0.75,0.5,0.5,0.75,0.5,1.5,1.75,1.5,1.5,2,1.25,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,..5,0.5,0.25,0.3,0.25,0.25,0.25,0.25,0,1.25,11,1
4834081,"FILM, 18X2000' PLASTIC ROLL SLIDE CUTTER BOX FOOD WRAP",0.75,0.5,0,1,1,1,1,1,1,1,1,0.25,1,1,0.25,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5
5328257,"FOIL, ALUMINUM 18X500' HEAVY-DUTY ROLL CUTTER BOX WRAP",0.75,0.5,0.75,1,1,0.75,1,1,1,1,0.5,0.75,1,1,1.75,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5
